(US$ in millions),"For the year ended June 30,.2023.Number of TDRs","For the year ended June 30,.2023.Amount","For the year ended June 30,.2022.Number of TDRs","For the year ended June 30,.2022.Amount"
Loans modified as TDRs,20,$ 568,31,$ 792
